id_filename,decision_sign,name,party,legal area,entscheid
527,5A_488/2026,De Rossa,SP,Zivilrecht,abgewiesen
530,6B_752/2025,Guidon,SVP,Strafrecht,gutgeheissen
531,1C_560/2025,Merz,Mitte,Öffentliches Recht,nicht eingetreten
532,1C_186/2026,Merz,Mitte,Öffentliches Recht,abgewiesen
533,5D_8/2026,Josi,SVP,Subsidiäre Verfassungsbeschwerde,abgewiesen
534,7B_846/2025,Hofmann,Die Mitte,Strafrecht,abgewiesen
537,4A_514/2025,Denys,Grüne,Zivilrecht,abgewiesen
539,5A_815/2025,Josi,SVP,Zivilrecht,gutgeheissen
53,8C_283/2025,Heine,SVP,Öffentliches Recht,abgewiesen
543,4F_12/2026,Rüedi,SVP,AndererBereich,abgewiesen
544,9C_295/2025,Bollinger,SVP,Öffentliches Recht,abgewiesen
545,9C_594/2025,Bollinger,SVP,Öffentliches Recht,abgewiesen
546,9C_663/2025,Bollinger,SVP,Öffentliches Recht,abgewiesen
547,"6B_940/2024, 6B_941/2024, 6B_947/2024, 6B_968/2024",Guidon,SVP,Strafrecht,gutgeheissen
548,7B_433/2026,Schär,FDP,Strafrecht,abgewiesen
54,8C_529/2025,Heine,SVP,Öffentliches Recht,teilweise gutgeheissen
550,9C_623/2025,Bollinger,SVP,Öffentliches Recht,abgewiesen
552,7B_193/2026,Hofmann,Die Mitte,Strafrecht,gutgeheissen
554,9C_212/2026,Bollinger,SVP,Öffentliches Recht,abgewiesen
557,7B_248/2026,Koch,SP,Strafrecht,abgewiesen
558,7B_811/2024,Koch,SP,Strafrecht,nicht eingetreten
560,6B_935/2025,Heine,SVP,Strafrecht,gutgeheissen
563,5A_467/2026,Josi,SVP,Zivilrecht,abgewiesen
566,5A_483/2026,De Rossa,SP,Zivilrecht,abgewiesen
569,5A_482/2026,De Rossa,SP,Zivilrecht,nicht eingetreten
572,"1C_733/2025, 1C_734/2025, 1C_61/2026",Kneubühler,SP,Öffentliches Recht,gutgeheissen
574,1C_93/2025,Müller,SVP,Öffentliches Recht,abgewiesen
575,1C_748/2025,Müller,SVP,Öffentliches Recht,abgewiesen
576,1C_537/2025,Mecca,FDP,Öffentliches Recht,nicht eingetreten
577,8C_484/2025,Scherrer Reber,FDP,Öffentliches Recht,gutgeheissen
579,1C_771/2025,Müller,SVP,Öffentliches Recht,abgewiesen
57,6B_893/2025,Lötscher,SP,Strafrecht,abgewiesen
580,2C_469/2025,Hänni,Die Mitte,Öffentliches Recht,abgewiesen
583,5A_219/2026,De Rossa,SP,Zivilrecht,nicht eingetreten
585,8C_727/2024,Métral,Grüne,Öffentliches Recht,teilweise gutgeheissen
586,9C_106/2025,Beusch,SP,Öffentliches Recht,gutgeheissen
587,4A_91/2026,Kiss,FDP,Zivilrecht,abgewiesen
588,7B_1379/2024,Kölz,Grüne,Strafrecht,nicht eingetreten
589,9C_89/2026,Berger,FDP,Öffentliches Recht,abgewiesen
58,1C_204/2026,Müller,SVP,Öffentliches Recht,nicht eingetreten
590,9C_178/2026,Bollinger,SVP,Öffentliches Recht,abgewiesen
592,7B_1373/2024,Hofmann,Die Mitte,Strafrecht,abgewiesen
594,2D_9/2026,Kradolfer,FDP,Subsidiäre Verfassungsbeschwerde,abgewiesen
595,4A_433/2025,Denys,Grüne,Zivilrecht,abgewiesen
597,8C_732/2025,Métral,Grüne,Öffentliches Recht,abgewiesen
599,8C_189/2026,Scherrer Reber,FDP,Öffentliches Recht,abgewiesen
59,6B_125/2026,Glassey,Die Mitte,Strafrecht,abgewiesen
600,8C_694/2025,Bollinger,SVP,Öffentliches Recht,abgewiesen
601,9C_83/2026,Beusch,SP,Öffentliches Recht,abgewiesen
602,9D_24/2025,Beusch,SP,Subsidiäre Verfassungsbeschwerde,abgewiesen
608,5A_611/2025,Josi,SVP,Zivilrecht,abgewiesen
609,5A_993/2025,Josi,SVP,Zivilrecht,nicht eingetreten
60,6B_650/2024,Wohlhauser,SP,Strafrecht,abgewiesen
610,5A_995/2025,Josi,SVP,Zivilrecht,nicht eingetreten
611,7B_1077/2025,Kölz,Grüne,Strafrecht,teilweise gutgeheissen
61,6B_909/2025,Bischoff,FDP,Strafrecht,abgewiesen
622,2C_179/2026,Hänni,Die Mitte,Öffentliches Recht,abgewiesen
625,"4A_162/2025, 4A_176/2025",May Canellas,Die Mitte,Zivilrecht,abgewiesen
626,1C_342/2025,Merz,Mitte,Öffentliches Recht,abgewiesen
627,2C_210/2025,Kradolfer,FDP,Öffentliches Recht,abgewiesen
629,9C_241/2025,Bollinger,SVP,Öffentliches Recht,abgewiesen
62,6B_976/2025,Wohlhauser,SP,Strafrecht,teilweise gutgeheissen
630,1C_583/2025,Chaix,FDP,Öffentliches Recht,abgewiesen
631,2C_317/2025,Kradolfer,FDP,Öffentliches Recht,abgewiesen
632,5A_333/2026,Josi,SVP,Zivilrecht,abgewiesen
633,"5A_631/2024, 5A_643/2024",Hartmann,Grüne,Zivilrecht,abgewiesen
636,6B_174/2026,Glassey,Die Mitte,Strafrecht,abgewiesen
638,6B_98/2026,Wohlhauser,SP,Strafrecht,abgewiesen
639,9C_325/2025,Bollinger,SVP,Öffentliches Recht,abgewiesen
63,"6B_595/2025, 6B_620/2025",Bischoff,FDP,Strafrecht,abgewiesen
640,6B_226/2026,Segura,FDP,Strafrecht,abgewiesen
641,7B_1442/2024,Schär,FDP,Strafrecht,abgewiesen
647,"6B_106/2025, 6B_114/2025, 6B_120/2025, 6B_125/2025",Glassey,Die Mitte,Strafrecht,teilweise gutgeheissen
648,8C_344/2025,Métral,Grüne,Öffentliches Recht,abgewiesen
64,7B_1214/2025,Hofmann,Die Mitte,Strafrecht,abgewiesen
651,6B_954/2025,Wohlhauser,SP,Strafrecht,abgewiesen
654,8C_110/2026,Métral,Grüne,Öffentliches Recht,abgewiesen
655,8C_588/2025,Heine,SVP,Öffentliches Recht,nicht eingetreten
657,5A_175/2025,De Rossa,SP,Zivilrecht,abgewiesen
658,7B_1331/2024,Kölz,Grüne,Strafrecht,teilweise gutgeheissen
65,5A_1034/2025,Josi,SVP,Zivilrecht,abgewiesen
661,"9C_29/2026, 9C_46/2026",Parrino,SP,Öffentliches Recht,gutgeheissen
662,9C_90/2026,Beusch,SP,Öffentliches Recht,abgewiesen
667,1D_21/2025,Merz,Mitte,Subsidiäre Verfassungsbeschwerde,abgewiesen
668,7F_29/2026,Koch,SP,AndererBereich,nicht eingetreten
669,5A_128/2026,Josi,SVP,Zivilrecht,abgewiesen
66,5A_474/2026,Josi,SVP,Zivilrecht,nicht eingetreten
670,5A_517/2024,Hartmann,Grüne,Zivilrecht,teilweise gutgeheissen
672,5A_384/2026,Josi,SVP,Zivilrecht,abgewiesen
673,5F_14/2026,De Rossa,SP,AndererBereich,nicht eingetreten
675,6B_683/2025,Guidon,SVP,Strafrecht,abgewiesen
676,7B_440/2025,Kölz,Grüne,Strafrecht,abgewiesen
677,6B_864/2025,Wohlhauser,SP,Strafrecht,abgewiesen
67,6B_328/2025,Guidon,SVP,Strafrecht,abgewiesen
680,6B_726/2025,Glassey,Die Mitte,Strafrecht,nicht eingetreten
683,8C_686/2025,Scherrer Reber,FDP,Öffentliches Recht,gutgeheissen
684,6B_36/2026,Glassey,Die Mitte,Strafrecht,teilweise gutgeheissen
686,6B_66/2026,Guidon,SVP,Strafrecht,teilweise gutgeheissen
687,6B_67/2026,Guidon,SVP,Strafrecht,gutgeheissen
68,7B_1145/2025,Kölz,Grüne,Strafrecht,abgewiesen
691,5F_19/2025,De Rossa,SP,AndererBereich,nicht eingetreten
692,5G_2/2025,De Rossa,SP,AndererBereich,nicht eingetreten
699,1C_619/2025,Merz,Mitte,Öffentliches Recht,abgewiesen
69,8C_609/2025,Métral,Grüne,Öffentliches Recht,abgewiesen
702,8C_3/2026,Scherrer Reber,FDP,Öffentliches Recht,teilweise gutgeheissen
706,6B_1005/2025,Wohlhauser,SP,Strafrecht,abgewiesen
707,8C_224/2026,Scherrer Reber,FDP,Öffentliches Recht,abgewiesen
70,6B_932/2025,Wohlhauser,SP,Strafrecht,teilweise gutgeheissen
710,6B_1005/2024,Glassey,Die Mitte,Strafrecht,gutgeheissen
712,1C_46/2025,Merz,Mitte,Öffentliches Recht,abgewiesen
713,1C_47/2025,Merz,Mitte,Öffentliches Recht,abgewiesen
714,1F_5/2026,Müller,SVP,AndererBereich,nicht eingetreten
715,5A_26/2025,Josi,SVP,Zivilrecht,abgewiesen
717,6B_254/2025,Glassey,Die Mitte,Strafrecht,abgewiesen
718,6B_257/2025,Glassey,Die Mitte,Strafrecht,abgewiesen
71,7F_23/2026,Hofmann,Die Mitte,AndererBereich,abgewiesen
720,6B_573/2024,Lötscher,SP,Strafrecht,abgewiesen
721,6B_91/2026,Glassey,Die Mitte,Strafrecht,abgewiesen
722,2C_454/2025,Ryter,SP,Öffentliches Recht,abgewiesen
723,6B_898/2024,Wohlhauser,SP,Strafrecht,teilweise gutgeheissen
724,"1C_178/2026, 1C_193/2026",Müller,SVP,Öffentliches Recht,nicht eingetreten
726,6B_96/2025,Heine,SVP,Strafrecht,abgewiesen
728,7B_333/2024,Hofmann,Die Mitte,Strafrecht,abgewiesen
730,6B_113/2026,von Felten,Die Mitte,Strafrecht,abgewiesen
731,6B_577/2025,Glassey,Die Mitte,Strafrecht,abgewiesen
732,6B_852/2025,Glassey,Die Mitte,Strafrecht,abgewiesen
734,4A_291/2025,Denys,Grüne,Zivilrecht,gutgeheissen
735,4A_166/2026,May Canellas,Die Mitte,Zivilrecht,abgewiesen
737,2C_59/2026,Kradolfer,FDP,Öffentliches Recht,abgewiesen
738,5A_111/2025,Josi,SVP,Zivilrecht,abgewiesen
73,1C_626/2025,Merz,Mitte,Öffentliches Recht,teilweise gutgeheissen
741,7B_586/2026,Koch,SP,Strafrecht,gutgeheissen
742,6B_619/2024,Glassey,Die Mitte,Strafrecht,abgewiesen
743,6B_622/2024,Glassey,Die Mitte,Strafrecht,teilweise gutgeheissen
744,6B_284/2025,Guidon,SVP,Strafrecht,abgewiesen
745,6B_165/2026,Segura,FDP,Strafrecht,abgewiesen
746,5A_826/2025,De Rossa,SP,Zivilrecht,abgewiesen
747,5A_846/2025,De Rossa,SP,Zivilrecht,abgewiesen
748,5A_1019/2025,De Rossa,SP,Zivilrecht,abgewiesen
749,6B_456/2024,Guidon,SVP,Strafrecht,abgewiesen
74,7B_143/2026,Hofmann,Die Mitte,Strafrecht,gutgeheissen
750,5A_782/2025,Josi,SVP,Zivilrecht,abgewiesen
751,2C_731/2025,Kradolfer,FDP,Öffentliches Recht,abgewiesen
752,6B_412/2024,Guidon,SVP,Strafrecht,abgewiesen
753,6F_3/2026,Wohlhauser,SP,AndererBereich,nicht eingetreten
754,8C_703/2025,Métral,Grüne,Öffentliches Recht,gutgeheissen
756,5A_779/2025,De Rossa,SP,Zivilrecht,teilweise gutgeheissen
757,9C_309/2025,Bollinger,SVP,Öffentliches Recht,abgewiesen
758,7B_247/2026,Kölz,Grüne,Strafrecht,nicht eingetreten
760,2C_28/2025,Hänni,Die Mitte,Öffentliches Recht,gutgeheissen
761,2C_30/2025,Hänni,Die Mitte,Öffentliches Recht,gutgeheissen
762,7B_1184/2025,Hofmann,Die Mitte,Strafrecht,gutgeheissen
763,5A_1096/2025,Josi,SVP,Zivilrecht,abgeschrieben
764,5A_119/2026,De Rossa,SP,Zivilrecht,abgewiesen
765,5A_867/2025,Josi,SVP,Zivilrecht,abgewiesen
766,5A_955/2025,De Rossa,SP,Zivilrecht,abgewiesen
767,5D_55/2025,Josi,SVP,Subsidiäre Verfassungsbeschwerde,nicht eingetreten
768,9F_28/2025,Bollinger,SVP,AndererBereich,nicht eingetreten
769,8C_27/2026,Métral,Grüne,Öffentliches Recht,gutgeheissen
76,"6B_657/2024, 6B_662/2024",Wohlhauser,SP,Strafrecht,gutgeheissen
770,9C_185/2026,Beusch,SP,Öffentliches Recht,abgewiesen
771,5A_1094/2025,De Rossa,SP,Zivilrecht,abgewiesen
773,5A_18/2026,Josi,SVP,Zivilrecht,abgewiesen
774,5A_263/2026,De Rossa,SP,Zivilrecht,abgewiesen
778,2C_698/2025,Kradolfer,FDP,Öffentliches Recht,nicht eingetreten
782,7B_1006/2023,Brunner,SVP,Strafrecht,gutgeheissen
784,7F_25/2026,Hofmann,Die Mitte,AndererBereich,nicht eingetreten
789,4A_24/2026,May Canellas,Die Mitte,Zivilrecht,abgewiesen
790,4A_480/2025,Rüedi,SVP,Zivilrecht,gutgeheissen
791,4A_440/2025,May Canellas,Die Mitte,Zivilrecht,nicht eingetreten
792,4A_396/2025,May Canellas,Die Mitte,Zivilrecht,gutgeheissen
793,6B_739/2025,Guidon,SVP,Strafrecht,abgewiesen
794,4A_34/2026,Rüedi,SVP,Zivilrecht,abgewiesen
795,4A_444/2025,Denys,Grüne,Zivilrecht,abgewiesen
796,6B_28/2026,Wohlhauser,SP,Strafrecht,abgewiesen
797,6B_689/2025,Wohlhauser,SP,Strafrecht,abgewiesen
798,4A_402/2025,Rüedi,SVP,Zivilrecht,abgewiesen
799,4A_22/2026,May Canellas,Die Mitte,Zivilrecht,abgewiesen
7,1C_397/2024,Mecca,FDP,Öffentliches Recht,nicht eingetreten
800,7B_793/2025,Kölz,Grüne,Strafrecht,abgewiesen
802,2C_642/2025,Kradolfer,FDP,Öffentliches Recht,abgewiesen
803,2C_96/2026,Hänni,Die Mitte,Öffentliches Recht,abgewiesen
806,1C_374/2025,Merz,Mitte,Öffentliches Recht,abgewiesen
807,5A_265/2026,De Rossa,SP,Zivilrecht,abgewiesen
808,9C_8/2026,Parrino,SP,Öffentliches Recht,abgewiesen
809,6B_583/2025,Guidon,SVP,Strafrecht,teilweise gutgeheissen
810,4A_9/2026,Denys,Grüne,Zivilrecht,abgewiesen
811,5A_58/2025,Josi,SVP,Zivilrecht,abgewiesen
816,5A_435/2026,De Rossa,SP,Zivilrecht,abgewiesen
826,7B_121/2026,Hofmann,Die Mitte,Strafrecht,abgewiesen
827,8C_689/2025,Métral,Grüne,Öffentliches Recht,abgewiesen
830,9C_104/2026,Beusch,SP,Öffentliches Recht,abgewiesen
831,9C_366/2025,Parrino,SP,Öffentliches Recht,gutgeheissen
832,2C_177/2026,Ryter,SP,Öffentliches Recht,nicht eingetreten
835,7F_19/2026,Kölz,Grüne,AndererBereich,nicht eingetreten
838,8C_705/2025,Scherrer Reber,FDP,Öffentliches Recht,abgewiesen
839,8C_85/2026,Métral,Grüne,Öffentliches Recht,abgewiesen
840,9F_11/2026,Beusch,SP,AndererBereich,abgewiesen
842,7B_450/2025,Hofmann,Die Mitte,Strafrecht,gutgeheissen
843,7B_537/2026,Hofmann,Die Mitte,Strafrecht,gutgeheissen
845,1C_371/2024,Müller,SVP,Öffentliches Recht,abgewiesen
846,1C_97/2026,Kneubühler,SP,Öffentliches Recht,nicht eingetreten
847,2C_87/2026,Kradolfer,FDP,Öffentliches Recht,abgewiesen
850,7B_1347/2025,Koch,SP,Strafrecht,abgewiesen
851,6B_1205/2023,Wohlhauser,SP,Strafrecht,abgewiesen
852,1C_194/2024,Mecca,FDP,Öffentliches Recht,abgewiesen
853,1C_64/2024,Mecca,FDP,Öffentliches Recht,teilweise gutgeheissen
854,1C_80/2024,Mecca,FDP,Öffentliches Recht,teilweise gutgeheissen
859,9C_173/2025,Bollinger,SVP,Öffentliches Recht,teilweise gutgeheissen
85,2C_47/2025,Hänni,Die Mitte,Öffentliches Recht,abgewiesen
864,2C_384/2025,Kradolfer,FDP,Öffentliches Recht,nicht eingetreten
865,7B_1050/2024,Schär,FDP,Strafrecht,abgewiesen
866,7B_1360/2025,Koch,SP,Strafrecht,gutgeheissen
867,9F_7/2026,Beusch,SP,AndererBereich,abgewiesen
868,9F_8/2026,Beusch,SP,AndererBereich,abgewiesen
86,"1C_563/2025, 1C_566/2025, 1C_570/2025,",Kneubühler,SP,Öffentliches Recht,nicht eingetreten
870,8C_201/2026,Métral,Grüne,Öffentliches Recht,abgewiesen
872,7B_320/2025,Hofmann,Die Mitte,Strafrecht,gutgeheissen
873,7B_322/2026,Kölz,Grüne,Strafrecht,nicht eingetreten
878,9C_246/2026,Parrino,SP,Öffentliches Recht,abgewiesen
87,4A_236/2024,Rüedi,SVP,Zivilrecht,nicht eingetreten
880,1C_579/2025,Merz,Mitte,Öffentliches Recht,abgewiesen
881,1C_341/2025,Kneubühler,SP,Öffentliches Recht,gutgeheissen
882,1C_183/2026,Mecca,FDP,Öffentliches Recht,nicht eingetreten
883,7B_1258/2025,Koch,SP,Strafrecht,gutgeheissen
884,7B_1310/2025,Hofmann,Die Mitte,Strafrecht,abgewiesen
887,8C_213/2025,Bollinger,SVP,Öffentliches Recht,abgewiesen
888,6B_146/2026,Kradolfer,FDP,Strafrecht,abgewiesen
88,4A_310/2024,Denys,Grüne,Zivilrecht,abgewiesen
890,7B_1349/2025,Kölz,Grüne,Strafrecht,abgewiesen
893,1C_206/2026,Merz,Mitte,Öffentliches Recht,abgewiesen
895,8C_681/2025,Métral,Grüne,Öffentliches Recht,gutgeheissen
897,9C_224/2026,Beusch,SP,Öffentliches Recht,abgewiesen
89,1C_580/2024,Hänni,Die Mitte,Öffentliches Recht,gutgeheissen
902,7B_1144/2025,Kölz,Grüne,Strafrecht,gutgeheissen
904,1C_260/2026,Hänni,Die Mitte,Öffentliches Recht,abgewiesen
905,5A_434/2026,De Rossa,SP,Zivilrecht,abgewiesen
908,2C_334/2024,Ryter,SP,Öffentliches Recht,abgeschrieben
909,2C_133/2026,Ryter,SP,Öffentliches Recht,abgewiesen
90,6B_856/2025,Glassey,Die Mitte,Strafrecht,abgewiesen
910,5A_683/2024,Hartmann,Grüne,Zivilrecht,abgewiesen
911,5A_684/2024,Hartmann,Grüne,Zivilrecht,gutgeheissen
912,1C_153/2026,Merz,Mitte,Öffentliches Recht,abgewiesen
913,5A_162/2025,Josi,SVP,Zivilrecht,gutgeheissen
914,8C_262/2025,Scherrer Reber,FDP,Öffentliches Recht,abgewiesen
915,4A_43/2026,Denys,Grüne,Zivilrecht,teilweise gutgeheissen
917,5A_217/2026,De Rossa,SP,Zivilrecht,abgewiesen
919,"6B_533/2024, 6B_539/2024, 6B_540/2024",Wohlhauser,SP,Strafrecht,abgewiesen
91,2C_586/2025,Ryter,SP,Öffentliches Recht,gutgeheissen
922,7B_211/2025,Kölz,Grüne,Strafrecht,gutgeheissen
926,8C_255/2025,Métral,Grüne,Öffentliches Recht,gutgeheissen
929,4A_347/2025,May Canellas,Die Mitte,Zivilrecht,teilweise gutgeheissen
92,8C_8/2026,Scherrer Reber,FDP,Öffentliches Recht,abgewiesen
930,4A_648/2025,May Canellas,Die Mitte,Zivilrecht,abgewiesen
931,6B_519/2025,Heine,SVP,Strafrecht,abgewiesen
932,6B_1213/2023,Glassey,Die Mitte,Strafrecht,teilweise gutgeheissen
933,6B_1274/2023,Glassey,Die Mitte,Strafrecht,teilweise gutgeheissen
934,6B_950/2025,Glassey,Die Mitte,Strafrecht,teilweise gutgeheissen
935,8C_72/2026,Scherrer Reber,FDP,Öffentliches Recht,gutgeheissen
936,6B_723/2025,Wohlhauser,SP,Strafrecht,gutgeheissen
937,2C_506/2024,Hänni,Die Mitte,Öffentliches Recht,abgewiesen
938,2C_464/2025,Ryter,SP,Öffentliches Recht,abgewiesen
939,6B_145/2026,Guidon,SVP,Strafrecht,abgewiesen
93,9C_54/2026,Beusch,SP,Öffentliches Recht,abgewiesen
940,6B_329/2025,Glassey,Die Mitte,Strafrecht,abgewiesen
941,6B_746/2025,Glassey,Die Mitte,Strafrecht,abgewiesen
942,6B_985/2025,Glassey,Die Mitte,Strafrecht,abgewiesen
943,5A_1077/2025,De Rossa,SP,Zivilrecht,nicht eingetreten
944,5A_476/2025,De Rossa,SP,Zivilrecht,teilweise gutgeheissen
945,5F_2/2026,Josi,SVP,AndererBereich,abgewiesen
946,"6B_110/2026, 6B_112/2026",Glassey,Die Mitte,Strafrecht,gutgeheissen
947,6B_45/2026,Glassey,Die Mitte,Strafrecht,abgewiesen
948,9C_137/2025,Bollinger,SVP,Öffentliches Recht,teilweise gutgeheissen
952,8C_554/2025,Métral,Grüne,Öffentliches Recht,abgewiesen
953,5A_954/2025,Josi,SVP,Zivilrecht,nicht eingetreten
954,6B_138/2026,Glassey,Die Mitte,Strafrecht,abgewiesen
955,6B_858/2025,Wohlhauser,SP,Strafrecht,abgewiesen
956,7B_1106/2025,Schär,FDP,Strafrecht,abgewiesen
958,5A_204/2026,De Rossa,SP,Zivilrecht,abgewiesen
961,5A_107/2026,Hartmann,Grüne,Zivilrecht,abgewiesen
962,5A_336/2026,Josi,SVP,Zivilrecht,abgewiesen
963,5A_16/2025,Josi,SVP,Zivilrecht,abgewiesen
964,5A_975/2025,De Rossa,SP,Zivilrecht,nicht eingetreten
967,"6B_942/2024, 6B_943/2024, 6B_944/2024, 6B_948/2024",Wohlhauser,SP,Strafrecht,abgewiesen
968,1C_354/2025,Hänni,Die Mitte,Öffentliches Recht,abgewiesen
969,2C_305/2025,Hänni,Die Mitte,Öffentliches Recht,abgewiesen
96,"9C_315/2026, 9C_316/2026",Bollinger,SVP,Öffentliches Recht,nicht eingetreten
970,1C_506/2025,Kneubühler,SP,Öffentliches Recht,nicht eingetreten
971,2C_520/2025,Hänni,Die Mitte,Öffentliches Recht,abgewiesen
972,7B_936/2024,Kölz,Grüne,Strafrecht,nicht eingetreten
973,5A_648/2025,Josi,SVP,Zivilrecht,nicht eingetreten
974,1C_631/2025,Kneubühler,SP,Öffentliches Recht,abgewiesen
975,7B_230/2024,Hofmann,Die Mitte,Strafrecht,nicht eingetreten
976,8C_503/2024,Scherrer Reber,FDP,Öffentliches Recht,teilweise gutgeheissen
979,9C_247/2025,Bollinger,SVP,Öffentliches Recht,gutgeheissen
97,9C_322/2025,Bollinger,SVP,Öffentliches Recht,teilweise gutgeheissen
981,1C_573/2024,Bürki,SVP,Öffentliches Recht,gutgeheissen
983,6B_832/2025,Wohlhauser,SP,Strafrecht,abgewiesen
98,4D_230/2025,May Canellas,Die Mitte,Subsidiäre Verfassungsbeschwerde,gutgeheissen
996,7B_1117/2025,Hofmann,Die Mitte,Strafrecht,abgewiesen
99,7B_1354/2025,Hofmann,Die Mitte,Strafrecht,abgewiesen
114,1C_128/2026,Müller,SVP,Öffentliches Recht,abgewiesen
119,7B_1326/2024,Hofmann,Die Mitte,Strafrecht,abgewiesen
13,6B_432/2025,Guidon,SVP,Strafrecht,gutgeheissen
175,1C_146/2025,Müller,SVP,Öffentliches Recht,gutgeheissen
183,6B_359/2024,Guidon,SVP,Strafrecht,teilweise gutgeheissen
195,6B_200/2026,Glassey,Die Mitte,Strafrecht,gutgeheissen
197,6B_947/2025,Wohlhauser,SP,Strafrecht,abgewiesen
215,2C_212/2025,Ryter,SP,Öffentliches Recht,abgewiesen
224,9C_697/2024,Beusch,SP,Öffentliches Recht,gutgeheissen
230,9C_652/2025,Beusch,SP,Öffentliches Recht,abgewiesen
264,8C_672/2025,Scherrer Reber,FDP,Öffentliches Recht,gutgeheissen
279,6B_13/2026,Wohlhauser,SP,Strafrecht,gutgeheissen
292,6B_401/2025,Guidon,SVP,Strafrecht,gutgeheissen
308,6B_966/2025,Guidon,SVP,Strafrecht,teilweise gutgeheissen
341,7B_382/2026,Brunner,SVP,Strafrecht,abgewiesen
342,7B_652/2025,Koch,SP,Strafrecht,abgewiesen
347,2C_534/2025,Ryter,SP,Öffentliches Recht,nicht eingetreten
373,1C_401/2024,Müller,SVP,Öffentliches Recht,abgewiesen
409,6B_988/2025,Guidon,SVP,Strafrecht,gutgeheissen
42,"2C_31/2025, 2C_34/2025",Ryter,SP,Öffentliches Recht,abgewiesen
442,1C_458/2025,Müller,SVP,Öffentliches Recht,abgewiesen
445,7B_683/2025,Hofmann,Die Mitte,Strafrecht,abgewiesen
44,2C_603/2025,Ryter,SP,Öffentliches Recht,teilweise gutgeheissen
460,4A_323/2025,May Canellas,Die Mitte,Zivilrecht,abgewiesen
464,5A_506/2025,De Rossa,SP,Zivilrecht,abgewiesen
469,2C_207/2026,Ryter,SP,Öffentliches Recht,gutgeheissen
48,6B_747/2025,Guidon,SVP,Strafrecht,abgewiesen
502,6B_353/2025,Guidon,SVP,Strafrecht,teilweise gutgeheissen
503,7B_1289/2025,Kölz,Grüne,Strafrecht,gutgeheissen
51,7B_594/2024,Kölz,Grüne,Strafrecht,nicht eingetreten
537,4A_514/2025,Rüedi,SVP,Zivilrecht,abgewiesen
53,8C_283/2025,Scherrer Reber,FDP,Öffentliches Recht,abgewiesen
560,6B_935/2025,Wohlhauser,SP,Strafrecht,gutgeheissen
572,"1C_733/2025, 1C_734/2025, 1C_61/2026",Müller,SVP,Öffentliches Recht,gutgeheissen
577,8C_484/2025,Métral,Grüne,Öffentliches Recht,gutgeheissen
587,4A_91/2026,Rüedi,SVP,Zivilrecht,abgewiesen
595,4A_433/2025,Rüedi,SVP,Zivilrecht,abgewiesen
630,1C_583/2025,Müller,SVP,Öffentliches Recht,abgewiesen
633,"5A_631/2024, 5A_643/2024",De Rossa,SP,Zivilrecht,abgewiesen
638,6B_98/2026,Lötscher,SP,Strafrecht,abgewiesen
655,8C_588/2025,Scherrer Reber,FDP,Öffentliches Recht,nicht eingetreten
670,5A_517/2024,De Rossa,SP,Zivilrecht,teilweise gutgeheissen
726,6B_96/2025,Wohlhauser,SP,Strafrecht,abgewiesen
734,4A_291/2025,Rüedi,SVP,Zivilrecht,gutgeheissen
760,2C_28/2025,Ryter,SP,Öffentliches Recht,gutgeheissen
761,2C_30/2025,Ryter,SP,Öffentliches Recht,gutgeheissen
76,"6B_657/2024, 6B_662/2024",Guidon,SVP,Strafrecht,gutgeheissen
810,4A_9/2026,Rüedi,SVP,Zivilrecht,abgewiesen
846,1C_97/2026,Müller,SVP,Öffentliches Recht,nicht eingetreten
851,6B_1205/2023,Guidon,SVP,Strafrecht,abgewiesen
85,2C_47/2025,Ryter,SP,Öffentliches Recht,abgewiesen
866,7B_1360/2025,Schär,FDP,Strafrecht,gutgeheissen
86,"1C_563/2025, 1C_566/2025, 1C_570/2025,",Müller,SVP,Öffentliches Recht,nicht eingetreten
881,1C_341/2025,Müller,SVP,Öffentliches Recht,gutgeheissen
883,7B_1258/2025,Kölz,Grüne,Strafrecht,gutgeheissen
902,7B_1144/2025,Hofmann,Die Mitte,Strafrecht,gutgeheissen
911,5A_684/2024,De Rossa,SP,Zivilrecht,gutgeheissen
919,"6B_533/2024, 6B_539/2024, 6B_540/2024",Guidon,SVP,Strafrecht,abgewiesen
92,8C_8/2026,Métral,Grüne,Öffentliches Recht,abgewiesen
936,6B_723/2025,Guidon,SVP,Strafrecht,gutgeheissen
937,2C_506/2024,Ryter,SP,Öffentliches Recht,abgewiesen
955,6B_858/2025,Marti-Schreier,SP,Strafrecht,abgewiesen
967,"6B_942/2024, 6B_943/2024, 6B_944/2024, 6B_948/2024",Guidon,SVP,Strafrecht,abgewiesen
970,1C_506/2025,Müller,SVP,Öffentliches Recht,nicht eingetreten
971,2C_520/2025,Ryter,SP,Öffentliches Recht,abgewiesen
972,7B_936/2024,Hofmann,Die Mitte,Strafrecht,nicht eingetreten
976,8C_503/2024,Métral,Grüne,Öffentliches Recht,teilweise gutgeheissen
114,1C_128/2026,Merz,Mitte,Öffentliches Recht,abgewiesen
119,7B_1326/2024,Schär,FDP,Strafrecht,abgewiesen
13,6B_432/2025,Glassey,Die Mitte,Strafrecht,gutgeheissen
175,1C_146/2025,Merz,Mitte,Öffentliches Recht,gutgeheissen
183,6B_359/2024,Glassey,Die Mitte,Strafrecht,teilweise gutgeheissen
195,6B_200/2026,Marti-Schreier,SP,Strafrecht,gutgeheissen
